Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Real Mac Report,@RealMacReport,2024-06-26T11:17:07.000Z,True,"Greg Kelly: ""In court papers we know the FBI staged the photographs. More than just putting the stuff on the ground (during their raid on Mar-A-Lago), they brought stuff with them and put it on the ground. Now its all coming out in that court room in Florida before Judge Cannon.",170,3935,8164,252721,[],[],[],https://pbs.twimg.com/profile_images/1739969486156177408/Ebfzd950_normal.jpg,https://x.com/RealMacReport/status/1805923239807381752,1805923239807381752
Karlarz,@karenstz,2024-06-26T05:08:12.000Z,False,He never grew up that’s why his professor’s say he was the dumbest student ever. He’s not preparing he is golfing. Said he doesn’t need to prepare. When this MF loses and he says it was was rigged we know why. Remember what his own Mother said about him. He is a Moron,0,1,1,3,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/karenstz/status/1805830400117285328,1805830400117285328
UnfilteredBoss,@Unfilteredboss1,2024-06-26T19:16:04.000Z,True,"Marquette just dropped a new Wisconsin poll. Biden is now leading Trump by 2. Trump was winning in this poll back in April. 

55% of poll participants say Trump was guilty in the hush money trial while only 36% said he was innocent.

All caps Lie Social rant coming soon ",7,5,33,1176,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1497821915032875009/OiHHxe5R_normal.jpg,https://x.com/Unfilteredboss1/status/1806043770955374781,1806043770955374781
Cryptid Politics (pro-DeSantis),@CryptidPolitics,2024-06-26T16:19:04.000Z,True,Donald Trump needs to humble himself and plead with  to take the VP job.,45,8,74,2726,[],['@RonDeSantis'],[],https://pbs.twimg.com/profile_images/1550162211347132416/JSYlKxL__normal.jpg,https://x.com/CryptidPolitics/status/1805999227031404781,1805999227031404781
☆ ★ Free2BeMe ★ ☆,@IAM_Free2BeMe,2024-06-26T20:25:23.000Z,True,"I know many of you follow Andy  already but can you please repost this and help him reach 138K
Andy is an incredible member of our greater community and helps all accounts big or small. He’s a dedicated Democrat that uses his platform for advocacy. 
Follow & Repost",3,7,10,482,[],['@electroboyusa'],[],https://pbs.twimg.com/profile_images/1799150820228788225/DlPp7k_r_normal.jpg,https://x.com/IAM_Free2BeMe/status/1806061215061291437,1806061215061291437
Sandy #GunReformNow #BidenHarris2024 #VoteBlue,@CynthiaHarless1,2024-06-26T20:35:20.000Z,False,"Happy to retweet! 
Everyone follow Andy! ",0,0,0,2,[],[],"['\\U0001f483', '\\U0001f483', '\\U0001f680', '\\U0001f680']",https://pbs.twimg.com/profile_images/1208182436913405952/gKU5W52J_normal.jpg,https://x.com/CynthiaHarless1/status/1806063718943305918,1806063718943305918
Jeffrey Theall,@jeffrey_theall,2024-06-26T12:27:14.000Z,False,"Republican primary voters picked her. Apparently, brainless loudmouth hookers appeal to them and that is who they want representing their values in the US Congress.",0,2,4,28,[],[],[],https://pbs.twimg.com/profile_images/1266487414454988805/Yh7gT64d_normal.jpg,https://x.com/jeffrey_theall/status/1805940885282009391,1805940885282009391
PipandSammy,@PipandSammy,2024-06-26T19:20:05.000Z,False,"Everyone keep up the good attitudes we are winning. 

We have already defeated Jim Chanos, Gabe Plotkin and his investors at Melvin Capital, Credit Suisse. We have UBS on the ropes, the nation of Switzerland on the ropes. Many banks soon will fall. AMC will rise, us too.",3,5,28,305,[],[],[],https://pbs.twimg.com/profile_images/1580399892358434816/INShXflK_normal.jpg,https://x.com/PipandSammy/status/1806044782130499713,1806044782130499713
LeoKinsXx,@LeoKinsXx,2024-06-26T18:10:38.000Z,True,"1Billy inbound …. 

Put this into perspective.  AMC is DFV 

 Summer 2024 is the spark…

 Go see a movie ",1,9,44,1088,[],[],['\\U0001f37f'],https://pbs.twimg.com/profile_images/1639452002794246144/8E7BHA0v_normal.jpg,https://x.com/LeoKinsXx/status/1806027304344420467,1806027304344420467
McSapp....,@DanielleKe69607,2024-06-26T04:53:43.000Z,False,,1,3,7,39,[],[],[],https://pbs.twimg.com/profile_images/1785501219324051456/h5HxtA7Y_normal.jpg,https://x.com/DanielleKe69607/status/1805826755900428623,1805826755900428623
Victor Nunes-I Stand with Ukraine,@VictorN86976916,2024-06-26T07:27:09.000Z,False,,0,0,2,8,[],[],[],https://pbs.twimg.com/profile_images/1654383820227981313/k_6v1k2O_normal.jpg,https://x.com/VictorN86976916/status/1805865365534089624,1805865365534089624
Greg Lloyd,@GregLloyd13,2024-06-26T01:55:04.000Z,False,,0,2,4,62,[],[],[],https://pbs.twimg.com/profile_images/668909850311528448/CAYf1Zc3_normal.jpg,https://x.com/GregLloyd13/status/1805781795839131788,1805781795839131788
Aaron Rupar,@atrupar,2024-06-26T19:27:29.000Z,True,"Gov. Tim Walz: ""I've been governor long enough. I've served under both President Trump and President Biden. With President Trump, it was always fighting with my neighbors to get ventilators during covid & telling my citizens to drink bleach. With Biden it's about real solutions.""",76,780,2764,52957,[],[],[],https://pbs.twimg.com/profile_images/1335565046290804738/eGXNmTvg_normal.jpg,https://x.com/atrupar/status/1806046646544855113,1806046646544855113
Historic Vids,@historyinmemes,2024-06-26T20:39:00.000Z,True,"Phil Knight started selling shoes out of the trunk of his car in 1964. Nike's sales that first year were $8,000. Today, Nike generates $8,000 in sales every six seconds.",5,3,23,689,[],[],[],https://pbs.twimg.com/profile_images/1648334723725361152/ev7V1230_normal.jpg,https://x.com/historyinmemes/status/1806064641438589116,1806064641438589116
meg evans - sturdy woman in a deflating fat suit,@1x10e6,2024-06-26T13:09:47.000Z,False,And it still mattered not.  Magats in cd 4 decided boebert was their candidate despite her track record of uselessness in cd3,0,2,4,28,[],[],[],https://pbs.twimg.com/profile_images/1465102113017581573/IZkQfHdy_normal.jpg,https://x.com/1x10e6/status/1805951593893756941,1805951593893756941
Dutch,@off_dutch,2024-06-26T20:11:59.000Z,False,"  is never famous, never polite. never a good neighbour , never a good politician ,
never honest, never for Americans. 

Abort Boebert",3,9,12,575,[],['@laurenboebert'],[],https://pbs.twimg.com/profile_images/1770171668314374144/K5VOT8oR_normal.jpg,https://x.com/off_dutch/status/1806057841909739984,1806057841909739984
John Fugelsang,@JohnFugelsang,2024-06-26T16:53:27.000Z,True,"If your Church preaches prejudice, it’s already quit Jesus.",49,685,3499,60421,[],[],[],https://pbs.twimg.com/profile_images/1762363675946430464/GRcqsrIK_normal.jpg,https://x.com/JohnFugelsang/status/1806007879310385337,1806007879310385337
Citizens for Ethics,@CREWcrew,2024-06-26T18:51:00.000Z,True,"BREAKING: We just filed ANOTHER complaint against Clarence Thomas with the DOJ and Chief Justice Roberts. 

They must investigate Thomas's additional undisclosed gifts of free travel.",42,957,2227,14627,[],[],[],https://pbs.twimg.com/profile_images/1314282774493356032/U05fnjcs_normal.jpg,https://x.com/CREWcrew/status/1806037465204973868,1806037465204973868
Sir Michael of House Kelly,@Michael72952385,2024-06-26T13:10:04.000Z,False,"LIKE!
(PUT THE ""LIKE SYSTEM"" BACK ELMO)!% PLEASE REGISTER (OR CHECK TO SEE IF YOU'RE REGISTERED) TO VOTE FOR THE NEXT ELECTION!!!#VoteBlue",0,1,1,5,['#VoteBlue'],[],"['\\U0001f64b\\u200d\\u2642\\ufe0f', '\\U0001f499', '\\U0001f30a', '\\U0001f499', '\\U0001f30a', '\\U0001f499', '\\U0001f30a', '\\U0001f499', '\\U0001f30a', '\\U0001f499', '\\U0001f30a', '\\U0001f499', '\\U0001f30a', '\\U0001f4af', '\\U0001f1fa\\U0001f1f8']",https://pbs.twimg.com/profile_images/1325807504765431808/UmOSGp7d_normal.jpg,https://x.com/Michael72952385/status/1805951665922543919,1805951665922543919
Allan Margolin,@AllanMargolin,2024-06-26T13:16:43.000Z,False,"Don't Be Isolated - Take #ClimateAction Now

Happy Birthday                  ",0,6,6,575,['#ClimateAction'],"['@Nick_Offerman', '@MohnaAnsari', '@CleanAirMoms', '@pmagn', '@GeraldKutney', '@Len_Future', '@OlumideIDOWU', '@CLIMATEMAMA', '@mikecoulson48', '@sumuelahi', '@jhaletweets', '@ErieNotEerie', '@StormMela', '@Pr17c5', '@aleshadalin', '@PrissyCrow', '@LuvMacyIsabella']",[],https://pbs.twimg.com/profile_images/1497229358909603845/gf6-8riM_normal.jpg,https://x.com/AllanMargolin/status/1805953337319198936,1805953337319198936
Dave C Music,@spek_music,2024-06-26T12:40:18.000Z,False,,0,3,7,64,[],[],[],https://pbs.twimg.com/profile_images/1376225750727106560/B9r5NvNJ_normal.jpg,https://x.com/spek_music/status/1805944175344664770,1805944175344664770
"Regina Alberty, Esq.",@Albertylaw,2024-06-26T16:14:42.000Z,False,The Supreme Court has become a worthless politicized den of thieves! They specialize in stealing rights from the people and in disrupting democracy.,0,3,6,42,[],[],[],https://pbs.twimg.com/profile_images/1531709079487401986/rGaa1n6p_normal.jpg,https://x.com/Albertylaw/status/1805998128492900785,1805998128492900785
Braxton Mitchell,@BraxtonMT,2024-06-26T20:23:12.000Z,True,"Radical Judicial Activism strikes once again! Based off this leftist judges ruling, does this mean that any bill with a “generally revise” title should be struck out of Montana Code? “The title does not give general notice of the character of the legislation”  #mtpol #mtleg",1,3,5,352,"['#mtpol', '#mtleg']",[],['\\U0001f914'],https://pbs.twimg.com/profile_images/1660791514195439616/1i4pWuvW_normal.jpg,https://x.com/BraxtonMT/status/1806060664710218234,1806060664710218234
American AF,@iAnonPatriot,2024-06-26T20:39:49.000Z,True,"Donald Trump is the only person that can save America. 

Agree? ",0,1,8,76,[],[],['\\U0001f914'],https://pbs.twimg.com/profile_images/1677756031324102659/QmkoTNg5_normal.jpg,https://x.com/iAnonPatriot/status/1806064847823520022,1806064847823520022
Forbes,@Forbes,2024-06-26T20:40:08.000Z,True,Inside The Rubble Of Diddy’s Empire,1,1,7,306,[],[],[],https://pbs.twimg.com/profile_images/1711185897415180288/lgwajQTW_normal.jpg,https://x.com/Forbes/status/1806064929826377886,1806064929826377886
Monica,@softtail65,2024-06-26T20:40:00.000Z,True,,2,0,1,13,[],[],[],https://pbs.twimg.com/profile_images/1326141020472561666/5ajORaZj_normal.jpg,https://x.com/softtail65/status/1806064892933235051,1806064892933235051
Dutch,@off_dutch,2024-05-18T21:49:09.000Z,False,"Luckily for us    Gad, Ged, Geth , Gat , Gath Scores Are finally made Public.

Video :     Alles Klar  (Jawohl Herr Kommissar Trump )
Alternative Title : Wat is the Crime , Anyway",2,11,12,1910,[],['@laurenboebert'],[],https://pbs.twimg.com/profile_images/1770171668314374144/K5VOT8oR_normal.jpg,https://x.com/off_dutch/status/1791949171437519137,1791949171437519137
by the minute sinner…,@JimJonesGhost11,2024-06-26T15:36:10.000Z,False,Hey  you never stood in line for government cheese… you can take the trash out of Florida but you can’t take Florida out of the white trash…,0,0,1,6,[],['@RepBoebert'],[],https://pbs.twimg.com/profile_images/1694431359140286467/YkH3xpE__normal.jpg,https://x.com/JimJonesGhost11/status/1805988431282970967,1805988431282970967
Dutch,@off_dutch,2024-06-26T20:20:35.000Z,False,  Part II,0,1,1,13,[],['@laurenboebert'],[],https://pbs.twimg.com/profile_images/1770171668314374144/K5VOT8oR_normal.jpg,https://x.com/off_dutch/status/1806060007139549568,1806060007139549568
✩°｡⋆⸜ cheyenne｡･:*˚:✧｡,@afroauteur,2024-06-25T22:17:36.000Z,False,am i allowed to mourn what my life could’ve turned out like if the pandemic didn’t completely fuck my college experience,293,5145,47623,1053488,[],[],[],https://pbs.twimg.com/profile_images/1786005320986140673/SmYE_qZd_normal.jpg,https://x.com/afroauteur/status/1805727066425327685,1805727066425327685
The Flies of the Lord,@ShadyAssDave,2024-06-25T23:39:12.000Z,False,,0,2,3,82,[],[],[],https://pbs.twimg.com/profile_images/1346888263915728896/BZ8BaYPo_normal.jpg,https://x.com/ShadyAssDave/status/1805747602698166589,1805747602698166589
Mayo,@MayoIsSpicyy,2024-06-26T20:41:28.000Z,True,Marjorie Taylor Greene is nothing but a greasy blonde domestic terrorist.,0,0,1,View,[],[],[],https://pbs.twimg.com/profile_images/1403527997185953793/9PRMDVr0_normal.jpg,https://x.com/MayoIsSpicyy/status/1806065263189872744,1806065263189872744
Defiant Baptist,@DefiantBaptist,2024-06-26T19:10:24.000Z,True,Ron DeSantis ran for the GOP nomination in an open primary. His only mistake was thinking that voters like yourself would take their heads out of their asses.,2,7,38,592,[],[],[],https://pbs.twimg.com/profile_images/1664876900198797312/K0OC_q3i_normal.jpg,https://x.com/DefiantBaptist/status/1806042344631960037,1806042344631960037
Robert F. Kennedy Jr,@RobertKennedyJr,2024-06-26T18:39:59.000Z,True,"A US missile launcher, allegedly made by Lockheed and targeted by a sophisticated system only Americans can operate within Ukraine (the MGM-140 ATACMS system) exploded about 6 missiles over Russian Crimea and released cluster bomblets across the area, landing on a civilian beach",212,845,2502,169678,[],[],[],https://pbs.twimg.com/profile_images/1665141083624423428/geiQrLwM_normal.jpg,https://x.com/RobertKennedyJr/status/1806034691117699249,1806034691117699249
FORTUNE,@FortuneMagazine,2024-06-26T20:41:01.000Z,True,Saudi Aramco's AI push: Why the world's biggest oil company is spending big on GenAI.,0,0,0,91,[],[],[],https://pbs.twimg.com/profile_images/1754630276116811776/N3_onOyu_normal.jpg,https://x.com/FortuneMagazine/status/1806065150824185961,1806065150824185961
Chris Martz,@ChrisMartzWX,2024-06-26T19:49:18.000Z,True,"Despite claims from the climate spin doctors that last week's heatwave was “unprecedented,” not one state set a new “all-time” high temperature record.

Vermont might have tied their June record of 101° on June 21 at N. Springfield Lake, which was previously recorded there in",27,245,632,11565,[],[],[],https://pbs.twimg.com/profile_images/1792216792376422401/yH-sRlG2_normal.jpg,https://x.com/ChrisMartzWX/status/1806052136846762296,1806052136846762296
wallstreetbets,@wallstreetbets,2024-06-26T19:35:03.000Z,True,need this new credit card design $GME,87,52,409,24586,[],[],[],https://pbs.twimg.com/profile_images/1805780928968503298/gLWlAlmK_normal.jpg,https://x.com/wallstreetbets/status/1806048547906687298,1806048547906687298
Jewels Jones ®,@JewelsJonesLive,2024-06-26T19:00:37.000Z,True,Federal Bureau of Invisibility | In the Litter Box w/ Jewels & Catturd – Ep. 595 – 6/26/2024,34,50,235,47365,[],[],[],https://pbs.twimg.com/profile_images/1586001016067014657/5S6_ggev_normal.jpg,https://x.com/JewelsJonesLive/status/1806039882416206257,1806039882416206257
Aaron Rupar,@atrupar,2024-06-26T18:45:56.000Z,True,"GOP Rep. Dan Meuser suggests on CNN that Trump only supports pardoning non-violent J6 criminals, not all of them. After anchor Boris Sanchez points out Trump has never made that distinction. Meuser claims Trump made it while talking to him privately. But Sanchez isn't buying it.",170,484,1962,119595,[],[],[],https://pbs.twimg.com/profile_images/1335565046290804738/eGXNmTvg_normal.jpg,https://x.com/atrupar/status/1806036186458128879,1806036186458128879
internet hall of fame,@InternetH0F,2024-06-26T11:00:20.000Z,True,W mans,464,1042,45818,826621,[],[],[],https://pbs.twimg.com/profile_images/1568417445211152388/YsUHG-Ea_normal.jpg,https://x.com/InternetH0F/status/1805919016361373734,1805919016361373734
sadhotscorpio,@Sophi54211866,2024-06-25T18:27:19.000Z,False,you’ll always find a way back home,13,2370,38064,906886,[],[],[],https://pbs.twimg.com/profile_images/1646600383429595145/eD-nbAVZ_normal.jpg,https://x.com/Sophi54211866/status/1805669115123691837,1805669115123691837
𝕁𝕠𝕖𝕝,@jjxxsm,2024-06-25T17:53:31.000Z,False,a lot of yall stay swiping ur credit card while im swiping my DEBIT card,455,2921,42688,2115552,[],[],[],https://pbs.twimg.com/profile_images/1805647343850528768/MXCAmCJI_normal.jpg,https://x.com/jjxxsm/status/1805660611310748060,1805660611310748060
The Flies of the Lord,@ShadyAssDave,2024-06-25T23:38:27.000Z,False,,0,2,4,76,[],[],[],https://pbs.twimg.com/profile_images/1346888263915728896/BZ8BaYPo_normal.jpg,https://x.com/ShadyAssDave/status/1805747416202653909,1805747416202653909
Kyle Cheney,@kyledcheney,2024-06-26T20:10:45.000Z,True,JUST IN: THe FBI has arrested Proud Boy Troy Garrett for his role in the Jan. 6 attack on the Capitol. He marched with Proud Boys leaders that morning and later was on video shoving a police officer while others tried to take his riot shield. https://documentcloud.org/documents/24778582-garrett-sof…,35,438,1242,17607,[],[],[],https://pbs.twimg.com/profile_images/1368389733966024705/vd9g6ULw_normal.jpg,https://x.com/kyledcheney/status/1806057534932783179,1806057534932783179
Jo,@JoJoFromJerz,2024-06-25T19:55:56.000Z,True,"JD Vance also said that women should stay in “violent” marriages.

Because this is an all-out fucking war on women.",84,671,4609,169968,[],[],[],https://pbs.twimg.com/profile_images/1296043200633856004/nizJd4N1_normal.jpg,https://x.com/JoJoFromJerz/status/1805691415869145510,1805691415869145510
The Flies of the Lord,@ShadyAssDave,2024-06-25T23:38:47.000Z,False,,0,5,6,69,[],[],[],https://pbs.twimg.com/profile_images/1346888263915728896/BZ8BaYPo_normal.jpg,https://x.com/ShadyAssDave/status/1805747500290392536,1805747500290392536
Grant Stern ,@grantstern,2024-06-26T19:51:21.000Z,True,"It sure has been amusing to watch MAGA supporters on Newsmax scramble to pre-blame CNN for Donald Trump's impending debate performance.

What actually matters is that President Biden is going to grab the former guy by the Dobbs decision he took credit for and THRASH him.",23,77,290,10009,[],[],[],https://pbs.twimg.com/profile_images/1618655550383734793/wOdqDnds_normal.jpg,https://x.com/grantstern/status/1806052650363867260,1806052650363867260
CALL TO ACTIVISM,@CalltoActivism,2024-06-26T20:28:03.000Z,True,"WAIT, WHAT???

Is MTG telling Steve Bannon that President Biden, Jake Tapper, and Dana Bash are planning to murder Donald Trump at tomorrow's CNN debate?

Holy sh*t.",155,117,301,29930,[],[],[],https://pbs.twimg.com/profile_images/1029938314646827010/GEC6du8i_normal.jpg,https://x.com/CalltoActivism/status/1806061887940874382,1806061887940874382
Art Candee,@ArtCandee,2024-06-26T20:20:30.000Z,True,"Yikes.

Looks like there’s a coup attempt in Bolivia where the National Police and military have broken the door to the Presidential Palace.

Bolivia's President Luis Arce confirmed an ""irregular"" deployment of troops.",5,21,55,3157,[],[],"['\\U0001f440', '\\U0001f440', '\\U0001f440', '\\U0001f440']",https://pbs.twimg.com/profile_images/1682807417371779073/v0CjudT4_normal.jpg,https://x.com/ArtCandee/status/1806063491197079775,1806063491197079775
Kane Lawless,@kanelawless420,2024-06-26T15:21:29.000Z,False,Basically.,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1792343879074684929/b7ibuva1_normal.jpg,https://x.com/kanelawless420/status/1805984738005430484,1805984738005430484
Eddie Smith,@eddsmitty,2024-06-26T19:35:03.000Z,False,She's been criminally indicted. That's -ing for Trump got her.,3,7,25,402,[],[],['\\U0001f99d'],https://pbs.twimg.com/profile_images/1783061902878552064/frsBNQT-_normal.jpg,https://x.com/eddsmitty/status/1806048550364864725,1806048550364864725
Grandma Muses™,@GrandmaMuses,2024-06-26T18:11:08.000Z,False,"Don’t ever believe a word out of Nancy Mace. 
Signed, 
A Constituent",0,2,2,21,[],[],[],https://pbs.twimg.com/profile_images/965830878223126529/KJIH23SJ_normal.jpg,https://x.com/GrandmaMuses/status/1806027431158919224,1806027431158919224
mj(busy),@orzmjxxx,2024-06-26T15:24:18.000Z,False,Dad!!!!!! #RyomArt,17,198,772,6359,['#RyomArt'],[],[],https://pbs.twimg.com/profile_images/1800906235245686784/qF3MUD5K_normal.jpg,https://x.com/orzmjxxx/status/1805985446981480940,1805985446981480940
Aaron Rupar,@atrupar,2024-06-26T19:27:29.000Z,True,"Gov. Tim Walz: ""I've been governor long enough. I've served under both President Trump and President Biden. With President Trump, it was always fighting with my neighbors to get ventilators during covid & telling my citizens to drink bleach. With Biden it's about real solutions.""",60,652,2349,43519,[],[],[],https://pbs.twimg.com/profile_images/1335565046290804738/eGXNmTvg_normal.jpg,https://x.com/atrupar/status/1806046646544855113,1806046646544855113
CNBC,@CNBC,2024-06-26T20:26:24.000Z,True,LISTEN NOW: Nvidia held its shareholder meeting this afternoon. Our hosts break down what we heard. Listen and follow the  podcast here: https://link.chtbl.com/power_lunch,0,3,4,1648,[],['@PowerLunch'],[],https://pbs.twimg.com/profile_images/1734317789597540352/2jMsl8hP_normal.jpg,https://x.com/CNBC/status/1806061471400431649,1806061471400431649
CBS News,@CBSNews,2024-06-26T20:23:46.000Z,True,"Earlier today,  gave us a look at our new, daily flagship show ""CBS News 24/7,"" which features live reporting from CBS News and Stations in an immersive AR/VR format.

""The look may be new, but the mission is the same."" https://cbsnews.com/news/cbs-news-247-flagship-show-debuts-streaming/…",8,4,9,4024,[],['@vladduthiersCBS'],[],https://pbs.twimg.com/profile_images/1617634745348661249/6YmPYpNd_normal.jpg,https://x.com/CBSNews/status/1806060808008327377,1806060808008327377
Bloomberg Markets,@markets,2024-06-26T20:22:58.000Z,True,Argentina’s central bank is struggling to rebuild its chest of foreign reserves as it starts to spend money in currency markets to defend controls propping up the peso https://trib.al/9B8hEuG,0,2,4,2093,[],[],[],https://pbs.twimg.com/profile_images/1631724634675585035/vWm9ufLQ_normal.jpg,https://x.com/markets/status/1806060606786605420,1806060606786605420
New York Post,@nypost,2024-06-26T20:27:10.000Z,True,Trump adviser says Biden will ‘probably be filled with Adderall’ at first debate | Reporter Replay https://trib.al/ERnqzwH,4,5,8,1004,[],[],[],https://pbs.twimg.com/profile_images/966372680306868224/60wfGe9e_normal.jpg,https://x.com/nypost/status/1806061666011906218,1806061666011906218
Fox News,@FoxNews,2024-06-26T20:26:18.000Z,True,NTSB accuses Norfolk Southern of ‘unconscionable’ interference in East Palestine probe,10,6,9,3377,[],[],[],https://pbs.twimg.com/profile_images/1591278197844414464/O6Fp0hFB_normal.jpg,https://x.com/FoxNews/status/1806061445697736792,1806061445697736792
The Hill,@thehill,2024-06-26T20:26:05.000Z,True,"The commander of the Air Force Nuclear Weapons Center, Maj. Gen. John Newberry, fired Col. Charles Clegg, The Hill confirmed.",1,1,4,1256,[],[],[],https://pbs.twimg.com/profile_images/1649413483685871621/V_wwjDu2_normal.png,https://x.com/thehill/status/1806061393776447581,1806061393776447581
Financial Times,@FT,2024-06-26T20:25:51.000Z,True,US Supreme Court error appears to reveal setback for Idaho abortion ban,0,1,3,2777,[],[],[],https://pbs.twimg.com/profile_images/931156393108885504/EqEMtLhM_normal.jpg,https://x.com/FT/status/1806061333214789906,1806061333214789906
加拿大国际广播,@RCIZhongwen,2024-06-26T20:10:23.000Z,False,"加拿大警告公民离开黎巴嫩 https://ici.radio-canada.ca/rci/zh-hans/%E6%96%B0%E9%97%BB/2083645/%E5%8A%A0%E6%8B%BF%E5%A4%A7-%E8%AD%A6%E5%91%8A-%E5%85%AC%E6%B0%91-%E7%A6%BB%E5%BC%80-%E9%BB%8E%E5%B7%B4%E5%AB%A9… 
在以色列和伊朗支持的真主党之间的冲突似是一触即发之际，加拿大外交部长乔美兰（Mélanie Joly）周二警告在黎巴嫩的加拿大公民离境。",0,1,3,177,[],[],[],https://pbs.twimg.com/profile_images/1432509189503528967/l0ERMxVX_normal.jpg,https://x.com/RCIZhongwen/status/1806057442242949489,1806057442242949489
MarketWatch,@MarketWatch,2024-06-26T20:26:46.000Z,True,Micron’s stock falls after earnings as revenue forecast fails to pack big upside,0,0,2,888,[],[],[],https://pbs.twimg.com/profile_images/705601245596090368/Z6xUOnRg_normal.jpg,https://x.com/MarketWatch/status/1806061566028034173,1806061566028034173
树上到底几个猴,@LUMO64bt,2024-06-25T06:19:32.000Z,False,我洗完澡：,101,80,1454,371841,[],[],[],https://pbs.twimg.com/profile_images/1713442102825144320/g9IVCkMJ_normal.jpg,https://x.com/LUMO64bt/status/1805485963751117263,1805485963751117263
Aaron Rupar,@atrupar,2024-06-26T14:40:51.000Z,True,Biden should walk on stage doing this with Mountain Dews tomorrow,269,604,4205,190898,[],[],[],https://pbs.twimg.com/profile_images/1335565046290804738/eGXNmTvg_normal.jpg,https://x.com/atrupar/status/1805974513047208220,1805974513047208220
드림캐쳐 Dreamcatcher,@hf_dreamcatcher,2024-06-26T09:00:25.000Z,True,"Dreamcatcher(드림캐쳐) 10th Mini Album [VirtuouS] Teaser Image #01

2024. 07. 10 6PM (KST)#드림캐쳐 #Dreamcatcher #지유 #JIU#10th_Mini_Album #VirtuouS",214,6969,17602,250023,"['#드림캐쳐', '#Dreamcatcher', '#지유', '#JIU', '#10th_Mini_Album', '#VirtuouS']",[],[],https://pbs.twimg.com/profile_images/1805163994136846336/TbwqCpsU_normal.jpg,https://x.com/hf_dreamcatcher/status/1805888837752889671,1805888837752889671
新闻调查,@xinwendiaocha,2024-06-26T19:57:39.000Z,True,中国食品问题有多严重？吓一跳,0,0,4,1241,[],[],[],https://pbs.twimg.com/profile_images/1347827975383760896/6aV1UyGk_normal.jpg,https://x.com/xinwendiaocha/status/1806054237865926890,1806054237865926890
Yahoo Finance,@YahooFinance,2024-06-26T20:15:00.000Z,True,"Three reasons to invest in $COST, according to Tematica Research CIO : 

1. Shift back to eating at home 2. Taking consumer wallet share 3. Eventual membership fee price increase ",0,2,4,3403,[],['@ChrisJVersace'],"['\\U0001f355', '\\U0001f4b3', '\\U0001f4b5']",https://pbs.twimg.com/profile_images/1765436373400424448/fr0rdvDa_normal.jpg,https://x.com/YahooFinance/status/1806058601469079678,1806058601469079678
Bloomberg TV,@BloombergTV,2024-06-26T20:23:31.000Z,True,"It would be ""amazing"" if cryptocurrency comes up as a question in the upcoming US debate, says Haun Ventures General Partner and Anchorage Digital Co-Founder and Chairman Diogo Monica https://trib.al/BP6yuiA",0,1,1,816,[],[],[],https://pbs.twimg.com/profile_images/1631751904475709441/fhQng3ic_normal.jpg,https://x.com/BloombergTV/status/1806060747098599446,1806060747098599446
海外爆料,@zhihui999,2024-06-26T05:15:34.000Z,True, 中国人的孩子在日本看病没花一分钱！ 这让小粉红破防，被气到脑抽筋，他们不相信是真实的…小粉红们，先把灯关了再哭！,18,104,203,18699,[],[],"['\\U0001f525', '\\U0001f923', '\\U0001f609']",https://pbs.twimg.com/profile_images/1611546603046801409/WiecOhob_normal.png,https://x.com/zhihui999/status/1805832254368764266,1805832254368764266
UKRAINIAN SQUAD,@ukrainiansquad,2024-06-26T13:42:00.000Z,True,"Don’t stop believing in Ukraine  
Don’t stop supporting Ukraine Ukrainian victory is coming ",181,1040,7475,81725,[],[],"['\\U0001f1fa\\U0001f1e6', '\\U0001f1fa\\U0001f1e6', '\\U0001f1fa\\U0001f1e6']",https://pbs.twimg.com/profile_images/1571546371047522305/teIjZxW7_normal.jpg,https://x.com/ukrainiansquad/status/1805959702255214972,1805959702255214972
Bloomberg Markets,@markets,2024-06-26T20:12:06.000Z,True,"-Apple
-Campbell's
-Home Depot  has today's top calls https://trib.al/1jXigaZ",4,0,2,4652,[],['@RomaineBostick'],[],https://pbs.twimg.com/profile_images/1631724634675585035/vWm9ufLQ_normal.jpg,https://x.com/markets/status/1806057871819342056,1806057871819342056
CNBC,@CNBC,2024-06-26T20:27:59.000Z,True,"LISTEN NOW: Amazon hit a major milestone today. So, how did that happen and where could the stock go from here? Kate Rooney and Amazon shareholder Hightower’s Stephanie Link break down all the details. Listen and follow the  podcast here: https://link.chtbl.com/closing_bell",0,2,0,841,[],['@CNBCClosingBell'],[],https://pbs.twimg.com/profile_images/1734317789597540352/2jMsl8hP_normal.jpg,https://x.com/CNBC/status/1806061868399661351,1806061868399661351
罗翔,@LUOXIANGZY,2024-06-25T00:49:29.000Z,False,"中共国的学生缺少什么？
小姑娘一语中的，说的很透彻！一个国家的教育，天天以洗脑、填鸭为主要目标，这种教育下孩子们怎么会有灵魂！",119,513,1862,311661,[],[],[],https://pbs.twimg.com/profile_images/1633516700682395652/gQ_OmRVr_normal.jpg,https://x.com/LUOXIANGZY/status/1805402901960884478,1805402901960884478
